"peak","gene.name"
"29481","chr17_39663771_39669057","KRT13"
"29482","chr17_39669933_39670473","KRT15"
"29483","chr17_39671849_39672603","KRT15"
"29484","chr17_39673636_39673847","KRT15"
"29485","chr17_39674391_39680621","KRT15"
"29486","chr17_39706122_39707530","LINC00974"
"29487","chr17_39709254_39710301","LINC00974"
"29488","chr17_39723554_39723921","KRT9"
"29489","chr17_39724638_39725203","KRT9"
"29490","chr17_39726395_39728552","KRT9"
"29491","chr17_39729058_39731493","KRT9"
"29492","chr17_39737440_39741298","KRT14"
"29493","chr17_39765844_39767912","KRT16"
"29494","chr17_39768533_39768543","KRT16"
"29495","chr17_39769092_39771093","KRT16"
"29496","chr17_39771613_39776677","KRT16"
"29497","chr17_39777495_39778894","KRT17"
"29498","chr17_39780220_39781763","KRT17"
"29499","chr17_39782460_39783404","KRT17"
"29500","chr17_39791154_39792004","JUP"
"29501","chr17_39792589_39795197","JUP"
"29502","chr17_39800262_39801328","JUP"
"29503","chr17_39812768_39814772","JUP"
"29504","chr17_39818377_39822456","JUP"
"29505","chr17_39843045_39844337","JUP"
"29506","chr17_39848518_39849034","JUP"
"29507","chr17_39852279_39852894","JUP"
"29508","chr17_39860533_39862684","JUP"
"29509","chr17_39863363_39868644","JUP"
"29510","chr17_39872638_39873128","JUP"
"29511","chr17_39903370_39903850","JUP"
"29512","chr17_39918225_39919216","JUP"
"29513","chr17_39920196_39923247","JUP"
"29514","chr17_39923797_39929730","JUP"
"29515","chr17_39939475_39940502","JUP"
"29516","chr17_39958528_39959765","LEPREL4"
"29517","chr17_39962673_39964495","LEPREL4"
"29518","chr17_39965612_39965685","LEPREL4"
"29519","chr17_39966482_39968150","LEPREL4"
"29520","chr17_39969415_39969418","LEPREL4"
"29521","chr17_39971194_39973129","FKBP10"
"29522","chr17_39979105_39982164","FKBP10"
"29523","chr17_40013313_40014530","KLHL11"
"29524","chr17_40015532_40015948","KLHL11"
"29525","chr17_40025965_40027992","ACLY"
"29526","chr17_40053673_40055251","ACLY"
"29527","chr17_40058186_40058630","ACLY"
"29528","chr17_40061028_40064696","ACLY"
"29529","chr17_40065373_40073068","ACLY"
"29530","chr17_40074868_40076268","ACLY"
"29531","chr17_40086224_40087315","ACLY"
"29532","chr17_40088800_40089026","TTC25"
"29533","chr17_40089592_40092516","TTC25"
"29534","chr17_40093373_40102137","TTC25"
"29535","chr17_40102913_40114039","TTC25"
"29536","chr17_40117900_40118584","CNP"
"29537","chr17_40120093_40125112","CNP"
"29538","chr17_40130157_40131876","DNAJC7"
"29539","chr17_40135696_40136456","DNAJC7"
"29540","chr17_40138449_40141571","DNAJC7"
"29541","chr17_40142514_40142547","DNAJC7"
"29542","chr17_40143209_40143522","DNAJC7"
"29543","chr17_40144561_40144740","DNAJC7"
"29544","chr17_40151299_40152008","DNAJC7"
"29545","chr17_40153376_40153787","DNAJC7"
"29546","chr17_40157885_40158735","DNAJC7"
"29547","chr17_40167941_40168988","DNAJC7"
"29548","chr17_40176656_40179015","NKIRAS2"
"29549","chr17_40185350_40185693","ZNF385C"
"29550","chr17_40190356_40192253","ZNF385C"
"29551","chr17_40197995_40198622","ZNF385C"
"29552","chr17_40201503_40202442","ZNF385C"
"29553","chr17_40206207_40206556","ZNF385C"
"29554","chr17_40216496_40221023","ZNF385C"
"29555","chr17_40274664_40276017","KAT2A"
"29556","chr17_40281899_40282038","CTD-2132N18.3"
"29557","chr17_40283111_40284442","CTD-2132N18.3"
"29558","chr17_40287013_40288761","CTD-2132N18.3"
"29559","chr17_40290591_40291152","CTD-2132N18.3"
"29560","chr17_40302764_40304148","CTD-2132N18.3"
"29561","chr17_40306445_40353516","CTD-2132N18.3"
"29562","chr17_40354076_40359379","STAT5B"
"29563","chr17_40362028_40364113","STAT5B"
"29564","chr17_40371110_40371725","STAT5B"
"29565","chr17_40373231_40373605","STAT5B"
"29566","chr17_40376512_40377156","STAT5B"
"29567","chr17_40397209_40397534","STAT5B"
"29568","chr17_40399084_40399577","STAT5B"
"29569","chr17_40402569_40403124","STAT5B"
"29570","chr17_40414947_40415784","STAT5B"
"29571","chr17_40416992_40420421","STAT5B"
"29572","chr17_40423453_40423539","STAT5B"
"29573","chr17_40425322_40427667","STAT5B"
"29574","chr17_40437364_40437792","STAT5A"
"29575","chr17_40440804_40441414","STAT5A"
"29576","chr17_40442514_40445764","STAT5A"
"29577","chr17_40448023_40448556","STAT5A"
"29578","chr17_40450179_40450599","STAT5A"
"29579","chr17_40475922_40476676","STAT3"
"29580","chr17_40477668_40477710","STAT3"
"29581","chr17_40478304_40478735","STAT3"
"29582","chr17_40479400_40483190","STAT3"
"29583","chr17_40483741_40484180","STAT3"
"29584","chr17_40485903_40490949","STAT3"
"29585","chr17_40491483_40491884","STAT3"
"29586","chr17_40501576_40501955","STAT3"
"29587","chr17_40514559_40519920","STAT3"
"29588","chr17_40520891_40521808","STAT3"
"29589","chr17_40528766_40529605","STAT3"
"29590","chr17_40530329_40532146","STAT3"
"29591","chr17_40532882_40534964","STAT3"
"29592","chr17_40536232_40543738","STAT3"
"29593","chr17_40546957_40558207","AC107993.1"
"29594","chr17_40559262_40566558","PTRF"
"29595","chr17_40568466_40568950","PTRF"
"29596","chr17_40576091_40578213","PTRF"
"29597","chr17_40601555_40611036","ATP6V0A1"
"29598","chr17_40611703_40613803","ATP6V0A1"
"29599","chr17_40614398_40616119","ATP6V0A1"
"29600","chr17_40617592_40618016","ATP6V0A1"
"29601","chr17_40619534_40620644","ATP6V0A1"
"29602","chr17_40622321_40623109","ATP6V0A1"
"29603","chr17_40623802_40624258","ATP6V0A1"
"29604","chr17_40646945_40649193","ATP6V0A1"
"29605","chr17_40659873_40660305","ATP6V0A1"
"29606","chr17_40727220_40727250","PSMC3IP"
"29607","chr17_40727954_40728286","PSMC3IP"
"29608","chr17_40818226_40819739","TUBG2"
"29609","chr17_40856961_40857387","EZH1"
"29610","chr17_40909213_40909750","RAMP2-AS1"
"29611","chr17_40912692_40913298","RAMP2-AS1"
"29612","chr17_40915179_40916194","RAMP2-AS1"
"29613","chr17_40936472_40937012","WNK4"
"29614","chr17_40952623_40953073","COA3"
"29615","chr17_41116197_41116785","PTGES3L-AARSD1"
"29616","chr17_41119953_41120922","PTGES3L-AARSD1"
"29617","chr17_41123305_41123688","PTGES3L-AARSD1"
"29618","chr17_41125754_41126299","PTGES3L-AARSD1"
"29619","chr17_41133870_41134486","PTGES3L-AARSD1"
"29620","chr17_41322126_41323212","RP11-242D8.1"
"29621","chr17_41324050_41324712","RP11-242D8.1"
"29622","chr17_41325891_41328000","NBR1"
"29623","chr17_41329307_41329729","NBR1"
"29624","chr17_41334526_41335642","NBR1"
"29625","chr17_41338592_41342187","NBR1"
"29626","chr17_41527289_41528500","MIR2117"
"29627","chr17_41547796_41549838","RNU6-971P"
"29628","chr17_41567241_41567681","DHX8"
"29629","chr17_41579507_41579952","DHX8"
"29630","chr17_41645414_41646244","ETV4"
"29631","chr17_41647635_41649225","ETV4"
"29632","chr17_41662371_41664570","RP11-392O1.4"
"29633","chr17_41665101_41668483","RP11-392O1.4"
"29634","chr17_41672975_41673759","RP11-392O1.4"
"29635","chr17_41675945_41677165","RP11-392O1.4"
"29636","chr17_41678025_41680492","RP11-392O1.4"
"29637","chr17_41681815_41684259","RP11-392O1.4"
"29638","chr17_41686232_41697924","RP11-392O1.4"
"29639","chr17_41717281_41718084","MEOX1"
"29640","chr17_41734004_41735000","MEOX1"
"29641","chr17_41737558_41738920","MEOX1"
"29642","chr17_41778679_41779627","CTC-501O10.1"
"29643","chr17_41782983_41783517","CTC-501O10.1"
"29644","chr17_41795691_41796748","RP11-209M4.1"
"29645","chr17_41835225_41837058","SOST"
"29646","chr17_41862927_41865987","C17orf105"
"29647","chr17_41928854_41933775","CD300LG"
"29648","chr17_41959610_41960046","MPP2"
"29649","chr17_41960706_41960787","MPP2"
"29650","chr17_41962198_41963418","MPP2"
"29651","chr17_41965445_41970088","MPP2"
"29652","chr17_41970795_41975660","MPP2"
"29653","chr17_41976373_41976779","MPP2"
"29654","chr17_41983076_41983079","MPP2"
"29655","chr17_41995965_41996696","RP11-527L4.5"
"29656","chr17_42015311_42018476","RP11-527L4.2"
"29657","chr17_42019434_42021015","PPY"
"29658","chr17_42039789_42040492","PYY"
"29659","chr17_42049821_42051361","PYY"
"29660","chr17_42059992_42060089","PYY"
"29661","chr17_42062963_42064593","PYY"
"29662","chr17_42065120_42065636","PYY"
"29663","chr17_42067182_42067872","PYY"
"29664","chr17_42070990_42073911","PYY"
"29665","chr17_42097686_42099088","TMEM101"
"29666","chr17_42101491_42102133","TMEM101"
"29667","chr17_42110274_42114037","LSM12"
"29668","chr17_42115603_42117477","LSM12"
"29669","chr17_42118217_42119028","LSM12"
"29670","chr17_42120052_42122770","LSM12"
"29671","chr17_42132063_42134094","LSM12"
"29672","chr17_42135424_42136456","LSM12"
"29673","chr17_42141602_42141674","LSM12"
"29674","chr17_42152867_42152912","G6PC3"
"29675","chr17_42153443_42156995","G6PC3"
"29676","chr17_42161195_42162395","HDAC5"
"29677","chr17_42163048_42163558","HDAC5"
"29678","chr17_42165313_42165690","HDAC5"
"29679","chr17_42166886_42168245","HDAC5"
"29680","chr17_42178518_42181911","HDAC5"
"29681","chr17_42183093_42185716","HDAC5"
"29682","chr17_42188395_42189976","HDAC5"
"29683","chr17_42190795_42191254","HDAC5"
"29684","chr17_42192367_42194986","HDAC5"
"29685","chr17_42198465_42199991","HDAC5"
"29686","chr17_42221881_42222772","C17orf53"
"29687","chr17_42225802_42226030","C17orf53"
"29688","chr17_42246510_42252324","ASB16"
"29689","chr17_42255152_42255347","ASB16"
"29690","chr17_42256447_42256986","ASB16"
"29691","chr17_42259319_42260096","ASB16-AS1"
"29692","chr17_42263729_42263758","ASB16-AS1"
"29693","chr17_42265555_42265568","ASB16-AS1"
"29694","chr17_42266549_42269823","TMUB2"
"29695","chr17_42270721_42277994","ATXN7L3"
"29696","chr17_42279146_42279470","ATXN7L3"
"29697","chr17_42281752_42282226","CTB-175E5.7"
"29698","chr17_42283288_42284044","CTB-175E5.7"
"29699","chr17_42286117_42292499","CTB-175E5.7"
"29700","chr17_42294487_42294968","UBTF"
"29701","chr17_42305510_42306624","SHC1P2"
"29702","chr17_42307348_42316308","SHC1P2"
"29703","chr17_42337146_42337978","SLC4A1"
"29704","chr17_42338551_42339406","SLC4A1"
"29705","chr17_42340657_42341252","SLC4A1"
"29706","chr17_42342341_42343037","SLC4A1"
"29707","chr17_42346545_42346837","SLC4A1"
"29708","chr17_42368704_42369123","RN7SL507P"
"29709","chr17_42377142_42380984","AC003102.3"
"29710","chr17_42382010_42390406","AC003102.3"
"29711","chr17_42390983_42391001","AC003102.3"
"29712","chr17_42392878_42393462","AC003102.3"
"29713","chr17_42399945_42400605","SLC25A39"
"29714","chr17_42402868_42403624","SLC25A39"
"29715","chr17_42404644_42404856","RP5-1067M6.3"
"29716","chr17_42405641_42408120","RP5-1067M6.3"
"29717","chr17_42420675_42423631","GRN"
"29718","chr17_42428300_42429000","GRN"
"29719","chr17_42438959_42439789","FAM171A2"
"29720","chr17_42441439_42442246","FAM171A2"
"29721","chr17_42452823_42454368","ITGA2B"
"29722","chr17_42456297_42460944","ITGA2B"
"29723","chr17_42475154_42476828","GPATCH8"
"29724","chr17_42483774_42485204","GPATCH8"
"29725","chr17_42517041_42519267","GPATCH8"
"29726","chr17_42520680_42520858","GPATCH8"
"29727","chr17_42526972_42527838","GPATCH8"
"29728","chr17_42529836_42533099","GPATCH8"
"29729","chr17_42535274_42537665","GPATCH8"
"29730","chr17_42540628_42541859","GPATCH8"
"29731","chr17_42543448_42544531","GPATCH8"
"29732","chr17_42546827_42549516","GPATCH8"
"29733","chr17_42552749_42555699","GPATCH8"
"29734","chr17_42561245_42563546","GPATCH8"
"29735","chr17_42564775_42569211","GPATCH8"
"29736","chr17_42576962_42579319","GPATCH8"
"29737","chr17_42669387_42684166","RP11-1072C15.7"
"29738","chr17_42720958_42721472","RP11-1072C15.3"
"29739","chr17_42743936_42745883","C17orf104"
"29740","chr17_42750920_42751442","C17orf104"
"29741","chr17_42759830_42761965","C17orf104"
"29742","chr17_42763194_42764013","C17orf104"
"29743","chr17_42783886_42785599","DBF4B"
"29744","chr17_42798215_42799289","DBF4B"
"29745","chr17_42819908_42820383","DBF4B"
"29746","chr17_42822952_42822960","DBF4B"
"29747","chr17_42823461_42824980","DBF4B"
"29748","chr17_42835268_42835975","ADAM11"
"29749","chr17_42843274_42843784","ADAM11"
"29750","chr17_42844751_42847300","ADAM11"
"29751","chr17_42855157_42855604","ADAM11"
"29752","chr17_42886183_42886795","GJC1"
"29753","chr17_42893339_42893856","GJC1"
"29754","chr17_42928340_42929682","EFTUD2"
"29755","chr17_42937698_42938109","EFTUD2"
"29756","chr17_42963546_42965283","EFTUD2"
"29757","chr17_42979424_42982396","CCDC103"
"29758","chr17_42984221_42984269","GFAP"
"29759","chr17_42984855_42986284","GFAP"
"29760","chr17_43000923_43002626","KIF18B"
"29761","chr17_43003240_43004376","KIF18B"
"29762","chr17_43006285_43007748","KIF18B"
"29763","chr17_43013505_43016557","KIF18B"
"29764","chr17_43017789_43022871","KIF18B"
"29765","chr17_43024132_43027418","KIF18B"
"29766","chr17_43124310_43127362","DCAKD"
"29767","chr17_43129317_43129487","DCAKD"
"29768","chr17_43140346_43140868","DCAKD"
"29769","chr17_43168786_43172891","NMT1"
"29770","chr17_43176259_43176660","NMT1"
"29771","chr17_43210961_43213567","PLCD3"
"29772","chr17_43217731_43218132","ACBD4"
"29773","chr17_43309496_43310393","FMNL1"
"29774","chr17_43314109_43318257","FMNL1"
"29775","chr17_43333781_43335072","MAP3K14-AS1"
"29776","chr17_43338791_43339349","MAP3K14-AS1"
"29777","chr17_43357179_43357187","MAP3K14"
"29778","chr17_43359110_43362719","MAP3K14"
"29779","chr17_43363243_43364616","MAP3K14"
"29780","chr17_43366623_43370727","MAP3K14"
"29781","chr17_43372177_43373135","MAP3K14"
"29782","chr17_43375868_43376049","MAP3K14"
"29783","chr17_43380049_43380352","MAP3K14"
"29784","chr17_43387584_43390196","MAP3K14"
"29785","chr17_43393512_43394741","MAP3K14"
"29786","chr17_43395980_43396832","MAP3K14"
"29787","chr17_43482790_43485284","ARHGAP27"
"29788","chr17_43488695_43488773","ARHGAP27"
"29789","chr17_43530240_43530402","PLEKHM1"
"29790","chr17_43544068_43547147","PLEKHM1"
"29791","chr17_43550809_43550968","PLEKHM1"
"29792","chr17_43555966_43556857","PLEKHM1"
"29793","chr17_43578600_43579294","RP11-798G7.5"
"29794","chr17_43593750_43594020","RP11-798G7.5"
"29795","chr17_43599804_43600258","RP11-798G7.5"
"29796","chr17_43603871_43604210","RP11-798G7.5"
"29797","chr17_43606665_43607291","RP11-798G7.5"
"29798","chr17_43608173_43608878","RP11-798G7.5"
"29799","chr17_43609691_43609726","RP11-798G7.5"
"29800","chr17_43661093_43662838","DND1P1"
"29801","chr17_43677638_43678368","RP11-707O23.5"
"29802","chr17_43696065_43696331","CRHR1-IT1"
"29803","chr17_43701173_43701800","CRHR1-IT1"
"29804","chr17_43702652_43703033","CRHR1-IT1"
"29805","chr17_43713547_43714887","CRHR1-IT1"
"29806","chr17_43719466_43721477","CRHR1-IT1"
"29807","chr17_43741636_43742043","CRHR1"
"29808","chr17_43749830_43750122","CRHR1"
"29809","chr17_43753445_43753926","CRHR1"
"29810","chr17_43755375_43755747","CRHR1"
"29811","chr17_43760270_43761007","CRHR1"
"29812","chr17_43766430_43769861","CRHR1"
"29813","chr17_43772208_43775282","CRHR1"
"29814","chr17_43776217_43776937","CRHR1"
"29815","chr17_43777506_43780591","CRHR1"
"29816","chr17_43787658_43788213","CRHR1"
"29817","chr17_43791882_43791896","CRHR1"
"29818","chr17_43832379_43834164","CRHR1"
"29819","chr17_43846182_43846675","CRHR1"
"29820","chr17_43868199_43868685","CRHR1"
"29821","chr17_43878436_43879122","CRHR1"
"29822","chr17_43880382_43880710","CRHR1"
"29823","chr17_43899932_43901453","CRHR1"
"29824","chr17_43905948_43908541","CRHR1"
"29825","chr17_43910120_43910608","CRHR1"
"29826","chr17_43927001_43928451","MAPT-AS1"
"29827","chr17_43937829_43939263","MAPT-AS1"
"29828","chr17_43940602_43940915","MAPT-AS1"
"29829","chr17_43943747_43944451","MAPT-AS1"
"29830","chr17_43952905_43953275","MAPT-AS1"
"29831","chr17_43983486_43984168","MAPT"
"29832","chr17_43994198_43995337","MAPT"
"29833","chr17_43998660_43998798","MAPT"
"29834","chr17_44004236_44008732","MAPT"
"29835","chr17_44014051_44015636","MAPT"
"29836","chr17_44041235_44041901","MAPT"
"29837","chr17_44043263_44043881","MAPT"
"29838","chr17_44047145_44047280","MAPT"
"29839","chr17_44065435_44067941","MAPT"
"29840","chr17_44069411_44072363","MAPT"
"29841","chr17_44074619_44076085","MAPT"
"29842","chr17_44076906_44078626","MAPT"
"29843","chr17_44079842_44080648","MAPT"
"29844","chr17_44083495_44084642","MAPT"
"29845","chr17_44086793_44087187","MAPT"
"29846","chr17_44095337_44096610","MAPT"
"29847","chr17_44097189_44098699","MAPT"
"29848","chr17_44109980_44114590","KANSL1"
"29849","chr17_44115408_44116050","KANSL1"
"29850","chr17_44118439_44119311","KANSL1"
"29851","chr17_44120480_44124770","KANSL1"
"29852","chr17_44127273_44127287","KANSL1"
"29853","chr17_44137831_44138645","KANSL1"
"29854","chr17_44141092_44142938","KANSL1"
"29855","chr17_44149013_44149497","KANSL1"
"29856","chr17_44159512_44159904","KANSL1"
"29857","chr17_44168219_44168857","KANSL1"
"29858","chr17_44185247_44194691","KANSL1"
"29859","chr17_44197524_44201200","KANSL1"
"29860","chr17_44203421_44204926","KANSL1"
"29861","chr17_44205444_44207863","KANSL1"
"29862","chr17_44208376_44208510","KANSL1"
"29863","chr17_44209750_44223106","KANSL1"
"29864","chr17_44241060_44241553","KANSL1"
"29865","chr17_44246089_44249516","KANSL1"
"29866","chr17_44250923_44251419","KANSL1"
"29867","chr17_44279302_44280814","KANSL1"
"29868","chr17_44288507_44288902","KANSL1"
"29869","chr17_44338560_44339172","RP11-259G18.3"
"29870","chr17_44339749_44340467","RP11-259G18.3"
"29871","chr17_44343801_44346570","RP11-259G18.1"
"29872","chr17_44352369_44355879","ARL17B"
"29873","chr17_44362398_44364337","ARL17B"
"29874","chr17_44369542_44369965","ARL17B"
"29875","chr17_44376112_44376258","ARL17B"
"29876","chr17_44384560_44386298","ARL17B"
"29877","chr17_44389595_44390285","ARL17B"
"29878","chr17_44398032_44398409","ARL17B"
"29879","chr17_44400278_44400570","ARL17B"
"29880","chr17_44438602_44439094","ARL17B"
"29881","chr17_44501869_44504640","NSFP1"
"29882","chr17_44511444_44511450","NSFP1"
"29883","chr17_44523152_44523543","NSFP1"
"29884","chr17_44533422_44534297","NSFP1"
"29885","chr17_44535967_44536399","NSFP1"
"29886","chr17_44546937_44548855","NSFP1"
"29887","chr17_44556054_44559268","NSFP1"
"29888","chr17_44609749_44610349","LRRC37A2"
"29889","chr17_44610926_44611246","LRRC37A2"
"29890","chr17_44628123_44629320","LRRC37A2"
"29891","chr17_44636570_44636969","ARL17A"
"29892","chr17_44655907_44657315","ARL17A"
"29893","chr17_44683206_44683774","NSF"
"29894","chr17_44688999_44691396","NSF"
"29895","chr17_44707769_44709436","NSF"
"29896","chr17_44758251_44759693","NSF"
"29897","chr17_44767690_44767862","NSF"
"29898","chr17_44771068_44771947","NSF"
"29899","chr17_44774358_44777175","NSF"
"29900","chr17_44777731_44777758","NSF"
"29901","chr17_44778654_44780249","NSF"
"29902","chr17_44794583_44795707","NSF"
"29903","chr17_44829123_44830894","NSF"
"29904","chr17_44865045_44865563","WNT3"
"29905","chr17_44887889_44889240","WNT3"
"29906","chr17_44898378_44901781","WNT3"
"29907","chr17_44905949_44906663","WNT3"
"29908","chr17_44910973_44912027","WNT3"
"29909","chr17_44915729_44916343","WNT9B"
"29910","chr17_44919742_44920493","WNT9B"
"29911","chr17_44946877_44949011","WNT9B"
"29912","chr17_44959742_44960446","WNT9B"
"29913","chr17_44987326_44987430","RP11-63A1.2"
"29914","chr17_45018617_45022582","GOSR2"
"29915","chr17_45049190_45049232","GOSR2"
"29916","chr17_45049938_45053665","GOSR2"
"29917","chr17_45060093_45063832","GOSR2"
"29918","chr17_45065334_45066198","GOSR2"
"29919","chr17_45076537_45078317","GOSR2"
"29920","chr17_45099046_45099717","GOSR2"
"29921","chr17_45110803_45111501","RP11-156P1.2"
"29922","chr17_45114351_45114367","RP11-156P1.2"
"29923","chr17_45120684_45121146","RP11-156P1.2"
"29924","chr17_45123775_45124815","RP11-156P1.2"
"29925","chr17_45127383_45127818","LRRC37A17P"
"29926","chr17_45129944_45133666","LRRC37A17P"
"29927","chr17_45134813_45137670","RP11-156P1.3"
"29928","chr17_45139112_45139149","RP11-156P1.3"
"29929","chr17_45139829_45139978","RP11-156P1.3"
"29930","chr17_45141300_45141655","RP11-156P1.3"
"29931","chr17_45142953_45152936","RP11-156P1.3"
"29932","chr17_45154939_45156054","RP11-156P1.3"
"29933","chr17_45158065_45162923","RP11-156P1.3"
"29934","chr17_45164583_45165733","RP11-156P1.3"
"29935","chr17_45169009_45169096","RP11-156P1.3"
"29936","chr17_45169668_45173689","RP11-156P1.3"
"29937","chr17_45175975_45176770","RP11-156P1.3"
"29938","chr17_45177594_45178006","RP11-156P1.3"
"29939","chr17_45197336_45198768","CDC27"
"29940","chr17_45200581_45202600","CDC27"
"29941","chr17_45203480_45203860","CDC27"
"29942","chr17_45218650_45232292","CDC27"
"29943","chr17_45232882_45236417","CDC27"
"29944","chr17_45238678_45238716","CDC27"
"29945","chr17_45239340_45239489","CDC27"
"29946","chr17_45240074_45251245","CDC27"
"29947","chr17_45252621_45254042","CDC27"
"29948","chr17_45254687_45257192","CDC27"
"29949","chr17_45257798_45257881","CDC27"
"29950","chr17_45258962_45259278","CDC27"
"29951","chr17_45260477_45264982","CDC27"
"29952","chr17_45276922_45277865","MYL4"
"29953","chr17_45282778_45283468","MYL4"
"29954","chr17_45284065_45284937","MYL4"
"29955","chr17_45289947_45290173","MYL4"
"29956","chr17_45290844_45291965","MYL4"
"29957","chr17_45293134_45294056","MYL4"
"29958","chr17_45295504_45296953","MYL4"
"29959","chr17_45298727_45300768","MYL4"
"29960","chr17_45329222_45330386","ITGB3"
"29961","chr17_45332745_45333666","ITGB3"
"29962","chr17_45345364_45346018","ITGB3"
"29963","chr17_45352934_45353537","ITGB3"
"29964","chr17_45370853_45372273","ITGB3"
"29965","chr17_45373329_45374203","ITGB3"
"29966","chr17_45380141_45380450","ITGB3"
"29967","chr17_45381009_45381425","ITGB3"
"29968","chr17_45385106_45386158","ITGB3"
"29969","chr17_45389074_45389454","ITGB3"
"29970","chr17_45391260_45391947","ITGB3"
"29971","chr17_45392874_45393441","ITGB3"
"29972","chr17_45394546_45396928","ITGB3"
"29973","chr17_45405360_45405537","ITGB3"
"29974","chr17_45406085_45407245","ITGB3"
"29975","chr17_45407838_45414240","ITGB3"
"29976","chr17_45414894_45415617","ITGB3"
"29977","chr17_45425213_45426568","EFCAB13"
"29978","chr17_45427621_45434271","EFCAB13"
"29979","chr17_45434940_45435261","EFCAB13"
"29980","chr17_45440810_45442285","EFCAB13"
"29981","chr17_45445974_45446356","EFCAB13"
"29982","chr17_45461717_45462410","EFCAB13"
"29983","chr17_45487480_45488163","EFCAB13"
"29984","chr17_45489825_45491826","EFCAB13"
"29985","chr17_45494424_45495049","EFCAB13"
"29986","chr17_45500211_45501813","EFCAB13"
"29987","chr17_45619810_45620950","NPEPPS"
"29988","chr17_45640108_45640796","NPEPPS"
"29989","chr17_45784254_45785409","TBKBP1"
"29990","chr17_45893714_45896213","OSBPL7"
"29991","chr17_45897229_45897252","OSBPL7"
"29992","chr17_45975204_45975699","SP2"
"29993","chr17_46002078_46003337","SP2"
"29994","chr17_46019706_46021223","AC003665.1"
"29995","chr17_46024860_46028036","PNPO"
"29996","chr17_46028931_46029473","RP11-6N17.9"
"29997","chr17_46030811_46032209","RP11-6N17.9"
"29998","chr17_46035147_46035350","RP11-6N17.9"
"29999","chr17_46038988_46039223","RP11-6N17.9"
"30000","chr17_46044257_46044949","RP11-6N17.9"
"30001","chr17_46105756_46105877","COPZ2"
"30002","chr17_46108974_46109189","COPZ2"
"30003","chr17_46121115_46122534","RP5-890E16.2"
"30004","chr17_46128612_46128809","NFE2L1"
"30005","chr17_46136135_46136512","NFE2L1"
"30006","chr17_46137630_46139983","NFE2L1"
"30007","chr17_46143808_46147848","CBX1"
"30008","chr17_46148485_46148886","CBX1"
"30009","chr17_46153796_46155128","CBX1"
"30010","chr17_46155711_46157345","CBX1"
"30011","chr17_46163054_46165010","CBX1"
"30012","chr17_46171027_46171048","CBX1"
"30013","chr17_46171857_46173594","CBX1"
"30014","chr17_46177984_46178229","CBX1"
"30015","chr17_46178747_46180652","CBX1"
"30016","chr17_46181298_46181697","SNX11"
"30017","chr17_46182835_46185904","SNX11"
"30018","chr17_46186483_46187385","SNX11"
"30019","chr17_46188557_46198367","SNX11"
"30020","chr17_46212269_46213845","SKAP1"
"30021","chr17_46215310_46215881","SKAP1"
"30022","chr17_46217328_46217626","SKAP1"
"30023","chr17_46224750_46226053","SKAP1"
"30024","chr17_46253579_46254240","SKAP1"
"30025","chr17_46259441_46260879","SKAP1"
"30026","chr17_46264063_46268513","SKAP1"
"30027","chr17_46286587_46287282","SKAP1"
"30028","chr17_46290730_46291888","SKAP1"
"30029","chr17_46361655_46362073","SKAP1"
"30030","chr17_46685331_46685545","HOXB7"
"30031","chr17_46769667_46773489","CTD-2377D24.8"
"30032","chr17_46782460_46782570","CTD-2377D24.6"
"30033","chr17_46841751_46842184","TTLL6"
"30034","chr17_46851355_46851781","TTLL6"
"30035","chr17_46875813_46875894","TTLL6"
"30036","chr17_46877480_46878466","TTLL6"
"30037","chr17_46895139_46895603","TTLL6"
"30038","chr17_46922405_46923831","CALCOCO2"
"30039","chr17_46924667_46924672","CALCOCO2"
"30040","chr17_46940555_46941242","CALCOCO2"
"30041","chr17_46942462_46944400","CALCOCO2"
"30042","chr17_46978369_46979534","SUMO2P17"
"30043","chr17_46991887_46991903","UBE2Z"
"30044","chr17_47000900_47001953","UBE2Z"
"30045","chr17_47072666_47073350","RP11-501C14.5"
"30046","chr17_47098555_47101146","IGF2BP1"
"30047","chr17_47161964_47162609","CTD-2244F11.2"
"30048","chr17_47208867_47209044","B4GALNT2"
"30049","chr17_47216847_47217921","B4GALNT2"
"30050","chr17_47218548_47219457","B4GALNT2"
"30051","chr17_47220229_47221550","B4GALNT2"
"30052","chr17_47223129_47223141","B4GALNT2"
"30053","chr17_47225307_47225667","B4GALNT2"
"30054","chr17_47229368_47230468","B4GALNT2"
"30055","chr17_47230989_47231127","B4GALNT2"
"30056","chr17_47240047_47240418","B4GALNT2"
"30057","chr17_47281187_47281489","GNGT2"
"30058","chr17_47286116_47286658","GNGT2"
"30059","chr17_47294201_47294696","ABI3"
"30060","chr17_47323200_47325461","RP1-62O9.3"
"30061","chr17_47423387_47424193","ZNF652"
"30062","chr17_47492011_47493423","RP11-81K2.1"
"30063","chr17_47502094_47502515","RP11-81K2.1"
"30064","chr17_47511825_47512033","RP11-81K2.1"
"30065","chr17_47530415_47532537","RP11-81K2.1"
"30066","chr17_47572565_47573028","NGFR"
"30067","chr17_47615800_47616283","RP5-1029K10.2"
"30068","chr17_47634866_47635277","RP5-1029K10.2"
"30069","chr17_47644277_47644811","RP5-1029K10.2"
"30070","chr17_47647019_47651474","RP5-1029K10.2"
"30071","chr17_47659518_47661005","NXPH3"
"30072","chr17_47692874_47707738","SPOP"
